Place,Month,Users,Gender,Alcohol,Result
KERRY,January,Car,female,no,Injured
MAYO,September,Car,male,no,Injured
DUBLIN,March,Motorbike,female,yes,Injured
CORK,January,Pedestrians,male,no,Injured
CORK,September,Pedestrians,female,no,Injured
DUBLIN,June,Car,male,yes,Injured
DUBLIN,November,Car,male,no,Injured
MAYO,January,Car,female,yes,Injured
KILKENNY,May,Car,female,no,Injured
CORK,February,Car,female,no,Injured
MAYO,October,Car,female,yes,Injured
WESTMEATH,April,Car,male,yes,Injured
ROSCOMMON,October,Car,female,no,Injured
LIMERICK COUNTY,April,Car,male,no,Injured
MEATH,January,Car,male,yes,Injured
CORK,March,Car,male,no,Injured
CORK,March,Car,female,yes,Injured
MAYO,May,Car,male,no,Injured
WICKLOW,August,Cyclists,female,yes,Injured
DUBLIN,July,Car,female,no,Killed
KILDARE,June,Pedestrians,female,yes,Injured
CORK,June,Pedestrians,female,no,Injured
KILDARE,September,Car,female,no,Injured
DUBLIN,May,Car,female,yes,Injured
DUBLIN,August,Car,female,no,Injured
KILDARE,August,Motorbike,male,yes,Killed
LIMERICK COUNTY,April,Car,female,no,Injured
WATERFORD,July,Car,male,no,Injured
MEATH,February,Car,male,no,Injured
WICKLOW,March,Car,male,no,Injured
DUBLIN,September,Pedestrians,female,no,Injured
CORK,April,Car,male,yes,Killed
DUBLIN,September,Car,female,no,Injured
MONAGHAN,February,Car,male,yes,Injured
DONEGAL,August,Car,female,yes,Injured
DONEGAL,October,Car,male,no,Injured
LIMERICK COUNTY,November,Car,male,no,Injured
WEXFORD,September,Car,male,no,Injured
DUBLIN,November,Pedestrians,male,yes,Injured
LOUTH,April,Pedestrians,female,yes,Injured
DUBLIN,September,Pedestrians,female,yes,Injured
DUBLIN,December,Car,male,yes,Injured
CORK,September,Pedestrians,male,no,Injured
CAVAN,October,Car,female,yes,Injured
CORK,June,Motorbike,female,no,Injured
DUBLIN,July,Pedestrians,female,no,Injured
MAYO,July,Cyclists,male,no,Injured
CLARE,January,Pedestrians,male,no,Injured
DUBLIN,November,Car,female,no,Injured
CLARE,August,Car,male,yes,Injured
ROSCOMMON,May,Car,female,yes,Injured
DUBLIN,May,Car,male,yes,Injured
DUBLIN,June,Pedestrians,male,no,Injured
MEATH,May,Car,female,yes,Injured
DUBLIN,August,Motorbike,female,no,Injured
DUBLIN,October,Car,female,yes,Injured
WEXFORD,January,Cyclists,female,yes,Injured
CORK,June,Car,female,no,Injured
CLARE,August,Pedestrians,female,no,Injured
WEXFORD,January,Cyclists,male,yes,Injured
DUBLIN,January,Car,female,yes,Injured
DUBLIN,July,Car,male,no,Injured
MONAGHAN,January,Car,male,no,Injured
DUBLIN,April,Car,female,no,Injured
CORK,June,Cyclists,female,yes,Injured
MEATH,November,Car,male,no,Injured
CORK,November,Pedestrians,female,no,Injured
DONEGAL,November,Car,female,yes,Injured
CORK,September,Car,male,yes,Injured
DUBLIN,April,Car,female,no,Injured
DUBLIN,November,Cyclists,female,no,Injured
MAYO,October,Car,male,no,Injured
CORK,August,Motorbike,female,no,Injured
LIMERICK COUNTY,March,Car,female,no,Injured
WATERFORD,October,Motorbike,female,no,Injured
LAOIS,July,Car,female,no,Injured
DUBLIN,September,Cyclists,male,yes,Injured
SLIGO,August,Cyclists,male,no,Injured
WATERFORD,October,Car,female,no,Injured
GALWAY,August,Cyclists,male,no,Injured
KILDARE,March,Car,female,no,Injured
KILDARE,February,Cyclists,male,yes,Injured
CORK,April,Car,male,yes,Injured
DUBLIN,November,Cyclists,male,no,Injured
OFFALY,July,Pedestrians,male,no,Injured
KERRY,November,Pedestrians,female,no,Injured
WEXFORD,May,Car,female,no,Injured
KILKENNY,January,Car,female,no,Injured
MEATH,July,Pedestrians,male,yes,Injured
DUBLIN,October,Car,female,no,Injured
KILDARE,September,Car,female,yes,Injured
OFFALY,January,Car,male,yes,Injured
CORK,April,Car,female,yes,Injured
KERRY,March,Car,male,no,Injured
KILKENNY,November,Car,female,no,Injured
DONEGAL,September,Car,male,yes,Injured
LEITRIM,September,Car,female,no,Injured
CORK,March,Motorbike,male,no,Injured
MEATH,August,Pedestrians,male,no,Injured
DUBLIN,July,Car,male,no,Injured
GALWAY,June,Car,male,yes,Injured
DUBLIN,June,Car,male,no,Injured
DUBLIN,November,Car,male,no,Injured
WICKLOW,July,Pedestrians,male,no,Injured
TIPPERARY,May,Car,female,yes,Injured
DUBLIN,February,Car,male,no,Injured
CORK,November,Car,male,no,Injured
KERRY,September,Car,female,no,Injured
CORK,September,Pedestrians,female,no,Injured
LIMERICK COUNTY,April,Pedestrians,female,no,Injured
DUBLIN,September,Car,female,no,Injured
CORK,October,Car,male,no,Injured
CAVAN,June,Cyclists,female,no,Injured
TIPPERARY,March,Car,female,no,Injured
CORK,July,Motorbike,male,no,Injured
DUBLIN,August,Car,male,no,Injured
CORK,August,Car,female,yes,Injured
CORK,May,Car,female,no,Injured
DUBLIN,June,Car,male,yes,Injured
CORK,June,Car,female,yes,Injured
MAYO,July,Car,male,no,Injured
CORK,July,Pedestrians,male,no,Injured
MAYO,April,Car,female,no,Injured
SLIGO,August,Motorbike,male,yes,Injured
CORK,May,Car,male,yes,Injured
CLARE,April,Car,female,no,Injured
GALWAY,January,Motorbike,female,no,Injured
KILKENNY,October,Car,female,no,Injured
LONGFORD,February,Car,female,no,Injured
GALWAY,June,Car,male,yes,Injured
KERRY,August,Car,male,yes,Injured
KILDARE,January,Car,female,no,Injured
LOUTH,May,Car,male,no,Injured
CORK,September,Car,male,yes,Injured
CAVAN,August,Car,female,yes,Injured
GALWAY,January,Car,female,no,Injured
WEXFORD,July,Car,female,yes,Injured
CAVAN,November,Car,male,yes,Injured
KILKENNY,March,Car,female,no,Injured
GALWAY,January,Car,female,yes,Injured
WATERFORD,May,Car,male,no,Injured
CAVAN,November,Pedestrians,female,no,Injured
LIMERICK COUNTY,December,Car,male,no,Injured
LIMERICK COUNTY,April,Cyclists,female,no,Injured
TIPPERARY,August,Car,female,no,Injured
KERRY,April,Car,male,no,Injured
LONGFORD,May,Car,female,no,Injured
DUBLIN,January,Car,male,no,Injured
ROSCOMMON,April,Car,male,yes,Injured
LONGFORD,March,Car,female,no,Injured
CORK,October,Car,female,yes,Injured
CORK,April,Motorbike,female,yes,Injured
CORK,August,Pedestrians,female,no,Injured
CORK,February,Pedestrians,male,no,Injured
DUBLIN,August,Pedestrians,female,no,Injured
DUBLIN,July,Pedestrians,female,yes,Injured
LIMERICK COUNTY,November,Car,female,no,Injured
DUBLIN,March,Car,male,yes,Injured
KERRY,June,Pedestrians,male,no,Injured
OFFALY,June,Pedestrians,female,yes,Injured
TIPPERARY,January,Car,male,no,Injured
LOUTH,September,Car,male,yes,Injured
ROSCOMMON,June,Car,male,yes,Injured
DUBLIN,November,Car,female,yes,Injured
MONAGHAN,March,Car,male,no,Injured
WESTMEATH,June,Car,male,no,Injured
CLARE,April,Car,male,yes,Injured
DUBLIN,October,Cyclists,female,yes,Injured
DUBLIN,May,Pedestrians,female,no,Injured
GALWAY,April,Car,female,no,Injured
LAOIS,April,Car,male,yes,Injured
DONEGAL,September,Car,female,yes,Injured
TIPPERARY,April,Cyclists,male,no,Injured
DUBLIN,December,Cyclists,male,no,Injured
LOUTH,June,Car,male,yes,Injured
SLIGO,April,Car,female,no,Injured
WESTMEATH,September,Car,male,yes,Injured
WEXFORD,March,Pedestrians,female,yes,Injured
LIMERICK COUNTY,October,Car,male,yes,Injured
LAOIS,September,Car,female,no,Injured
KILKENNY,November,Car,female,no,Injured
GALWAY,August,Pedestrians,male,no,Injured
DUBLIN,August,Car,male,no,Injured
CAVAN,December,Car,female,yes,Injured
MEATH,May,Cyclists,female,no,Injured
DUBLIN,August,Car,male,no,Injured
DUBLIN,December,Car,male,no,Injured
MEATH,October,Car,female,yes,Injured
LIMERICK COUNTY,August,Motorbike,male,yes,Injured
WATERFORD,November,Car,male,no,Injured
CORK,June,Car,male,no,Injured
DUBLIN,August,Car,male,yes,Injured
KILDARE,December,Cyclists,male,no,Injured
DUBLIN,June,Cyclists,male,yes,Injured
DUBLIN,June,Cyclists,female,no,Injured
GALWAY,January,Car,male,no,Injured
CORK,January,Pedestrians,male,no,Injured
CLARE,October,Car,male,no,Injured
SLIGO,October,Car,female,no,Injured
CARLOW,January,Car,male,no,Injured
LOUTH,January,Car,male,no,Injured
DUBLIN,September,Pedestrians,female,yes,Injured
WICKLOW,January,Pedestrians,male,yes,Injured
OFFALY,May,Car,male,no,Injured
DUBLIN,May,Car,female,no,Injured
DUBLIN,April,Car,female,no,Injured
CORK,February,Car,male,no,Injured
DUBLIN,October,Pedestrians,male,no,Injured
DONEGAL,May,Car,female,no,Injured
DUBLIN,March,Car,female,no,Injured
KILDARE,January,Pedestrians,female,no,Injured
TIPPERARY,November,Car,female,yes,Injured
CORK,August,Motorbike,female,no,Killed
ROSCOMMON,September,Pedestrians,female,yes,Injured
WESTMEATH,September,Car,female,yes,Injured
DUBLIN,April,Cyclists,male,no,Injured
DONEGAL,June,Car,female,no,Injured
MEATH,July,Car,male,yes,Injured
CAVAN,May,Motorbike,male,yes,Injured
GALWAY,October,Car,male,no,Injured
CAVAN,September,Car,female,no,Injured
OFFALY,March,Car,male,yes,Injured
CAVAN,October,Car,female,no,Killed
CORK,May,Car,female,no,Injured
DUBLIN,September,Car,female,no,Injured
WICKLOW,March,Car,male,yes,Injured
DUBLIN,May,Cyclists,female,no,Injured
CORK,September,Cyclists,female,no,Injured
DUBLIN,November,Car,female,yes,Injured
DUBLIN,February,Car,male,no,Injured
DUBLIN,August,Car,male,no,Injured
CORK,January,Car,male,no,Injured
CARLOW,January,Car,male,no,Injured
OFFALY,July,Motorbike,female,yes,Injured
DUBLIN,December,Car,female,no,Injured
CORK,May,Car,female,no,Injured
DUBLIN,April,Cyclists,female,no,Injured
DUBLIN,December,Car,male,no,Injured
KERRY,August,Car,male,no,Injured
MEATH,December,Cyclists,male,no,Injured
MEATH,October,Car,male,no,Injured
GALWAY,March,Car,female,yes,Injured
TIPPERARY,September,Car,female,no,Injured
CORK,April,Car,female,yes,Injured
DUBLIN,June,Car,female,yes,Injured
DUBLIN,December,Car,male,no,Injured
LOUTH,January,Cyclists,male,yes,Injured
SLIGO,May,Cyclists,male,no,Injured
MAYO,September,Cyclists,female,no,Injured
CORK,June,Car,female,no,Injured
KILKENNY,January,Motorbike,female,no,Injured
GALWAY,August,Car,female,yes,Injured
KILKENNY,June,Cyclists,female,no,Injured
CARLOW,November,Cyclists,male,no,Injured
DUBLIN,January,Car,female,no,Injured
CLARE,July,Car,female,no,Injured
DUBLIN,January,Pedestrians,female,yes,Injured
MEATH,July,Car,female,yes,Killed
DUBLIN,May,Car,female,yes,Injured
KILKENNY,November,Pedestrians,female,yes,Injured
LAOIS,April,Pedestrians,male,no,Injured
DUBLIN,April,Pedestrians,male,no,Injured
GALWAY,June,Car,male,no,Injured
CORK,September,Pedestrians,female,yes,Injured
CORK,September,Pedestrians,female,yes,Injured
MONAGHAN,December,Car,male,yes,Injured
DONEGAL,May,Pedestrians,female,no,Injured
CORK,April,Car,female,no,Injured
WEXFORD,November,Car,female,yes,Injured
CLARE,June,Car,male,no,Injured
LIMERICK COUNTY,May,Cyclists,female,no,Injured
DUBLIN,November,Car,female,yes,Injured
CORK,February,Car,male,yes,Injured
DUBLIN,January,Car,male,yes,Injured
MAYO,December,Car,female,yes,Injured
TIPPERARY,July,Pedestrians,female,no,Injured
DUBLIN,December,Car,female,yes,Injured
DUBLIN,December,Pedestrians,female,yes,Killed
DUBLIN,February,Motorbike,male,yes,Injured
ROSCOMMON,October,Cyclists,male,yes,Injured
MEATH,April,Car,male,yes,Injured
DONEGAL,March,Pedestrians,male,no,Killed
KERRY,December,Pedestrians,female,no,Injured
MEATH,November,Car,male,yes,Injured
GALWAY,May,Car,female,no,Injured
KILDARE,March,Car,male,no,Injured
DUBLIN,August,Car,female,no,Injured
LIMERICK COUNTY,October,Pedestrians,female,no,Injured
CORK,May,Car,male,no,Injured
DUBLIN,May,Car,female,no,Injured
DUBLIN,November,Pedestrians,male,no,Injured
KILKENNY,February,Car,male,yes,Injured
WEXFORD,November,Car,female,no,Injured
DUBLIN,March,Car,male,yes,Injured
KERRY,November,Car,male,yes,Injured
MONAGHAN,December,Car,male,yes,Injured
KILKENNY,November,Car,male,yes,Injured
MAYO,October,Car,female,yes,Injured
CORK,June,Car,male,no,Injured
ROSCOMMON,August,Pedestrians,male,yes,Injured
DUBLIN,September,Cyclists,female,yes,Injured
DUBLIN,January,Car,male,no,Injured
CORK,September,Car,male,no,Injured
LONGFORD,June,Car,female,no,Injured
SLIGO,November,Car,female,yes,Injured
GALWAY,September,Car,male,yes,Injured
CORK,February,Pedestrians,female,no,Injured
CORK,March,Car,female,no,Injured
CORK,January,Car,male,no,Injured
GALWAY,May,Car,female,no,Injured
LAOIS,February,Cyclists,male,yes,Injured
CLARE,August,Car,male,no,Injured
CORK,May,Car,male,no,Injured
WICKLOW,May,Motorbike,male,no,Injured
DUBLIN,July,Car,male,no,Injured
GALWAY,April,Car,male,yes,Injured
LAOIS,September,Cyclists,male,no,Injured
LOUTH,November,Car,male,no,Injured
CORK,September,Car,female,yes,Injured
CORK,March,Car,female,yes,Injured
WATERFORD,March,Pedestrians,male,no,Injured
DUBLIN,February,Car,male,no,Injured
MAYO,July,Car,male,yes,Injured
LOUTH,December,Motorbike,female,no,Injured
GALWAY,February,Motorbike,female,yes,Injured
CORK,January,Cyclists,male,no,Injured
WATERFORD,December,Car,male,yes,Injured
ROSCOMMON,April,Car,male,no,Injured
DUBLIN,May,Car,female,no,Injured
DUBLIN,November,Car,female,no,Killed
KERRY,July,Car,female,yes,Injured
DUBLIN,June,Car,male,yes,Injured
GALWAY,July,Car,male,no,Injured
GALWAY,January,Pedestrians,male,no,Injured
DUBLIN,June,Pedestrians,female,no,Injured
TIPPERARY,October,Car,female,no,Injured
CLARE,April,Car,female,no,Injured
DUBLIN,January,Cyclists,male,no,Injured
MEATH,November,Cyclists,male,no,Injured
GALWAY,September,Car,male,no,Injured
MEATH,December,Cyclists,male,no,Injured
GALWAY,August,Motorbike,male,no,Injured
WICKLOW,February,Pedestrians,female,yes,Injured
TIPPERARY,November,Car,male,no,Injured
CARLOW,November,Car,male,yes,Injured
GALWAY,November,Car,male,yes,Injured
TIPPERARY,November,Car,female,yes,Injured
DUBLIN,October,Car,male,yes,Injured
MAYO,August,Pedestrians,female,yes,Injured
DUBLIN,June,Motorbike,male,yes,Injured
CORK,August,Car,female,no,Injured
DUBLIN,November,Pedestrians,female,yes,Injured
DUBLIN,January,Car,female,no,Injured
LIMERICK COUNTY,August,Pedestrians,female,yes,Injured
WESTMEATH,July,Car,female,yes,Injured
LOUTH,August,Car,male,yes,Injured
DUBLIN,January,Car,male,yes,Injured
LIMERICK COUNTY,May,Car,male,no,Injured
CORK,July,Cyclists,male,no,Injured
DUBLIN,May,Car,female,yes,Injured
DONEGAL,December,Cyclists,male,no,Injured
LOUTH,November,Pedestrians,female,no,Injured
LIMERICK COUNTY,November,Car,male,no,Injured
DUBLIN,April,Car,female,no,Injured
DONEGAL,December,Car,male,yes,Injured
CORK,May,Pedestrians,male,yes,Injured
DUBLIN,November,Car,male,yes,Injured
DUBLIN,May,Car,female,no,Injured
TIPPERARY,August,Cyclists,female,yes,Injured
CORK,September,Cyclists,male,no,Injured
CORK,December,Car,male,no,Injured
DUBLIN,April,Car,male,yes,Injured
KILKENNY,July,Pedestrians,female,no,Injured
CLARE,December,Car,male,no,Injured
DUBLIN,May,Car,male,no,Injured
ROSCOMMON,March,Motorbike,male,no,Injured
LIMERICK COUNTY,April,Car,male,yes,Injured
DUBLIN,November,Car,female,no,Injured
CORK,August,Car,male,no,Killed
DUBLIN,March,Pedestrians,male,no,Injured
DUBLIN,December,Car,female,no,Injured
LOUTH,January,Car,male,yes,Injured
DUBLIN,July,Car,male,yes,Injured
LIMERICK COUNTY,March,Car,female,no,Injured
DUBLIN,June,Car,female,no,Injured
DUBLIN,July,Car,female,yes,Injured
MEATH,December,Car,female,yes,Injured
DONEGAL,April,Car,female,no,Injured
DUBLIN,July,Pedestrians,female,yes,Injured
KILDARE,August,Car,male,yes,Injured
DUBLIN,May,Car,male,no,Injured
LOUTH,November,Pedestrians,female,no,Killed
WESTMEATH,January,Car,male,no,Injured
CORK,August,Car,female,no,Injured
DONEGAL,March,Car,male,no,Injured
GALWAY,October,Pedestrians,female,no,Injured
MONAGHAN,July,Car,male,no,Injured
LAOIS,February,Cyclists,male,yes,Injured
CAVAN,March,Car,female,yes,Injured
DUBLIN,April,Car,female,no,Injured
LIMERICK COUNTY,September,Car,female,no,Injured
LONGFORD,October,Car,female,yes,Injured
GALWAY,November,Car,male,no,Injured
CLARE,July,Car,male,no,Injured
LAOIS,March,Car,male,yes,Injured
GALWAY,December,Cyclists,male,no,Injured
MAYO,October,Pedestrians,male,no,Injured
DUBLIN,March,Car,male,no,Killed
ROSCOMMON,September,Car,female,no,Injured
DUBLIN,September,Car,male,no,Injured
TIPPERARY,January,Car,male,no,Injured
CAVAN,July,Cyclists,female,yes,Injured
MEATH,December,Car,female,no,Injured
ROSCOMMON,November,Car,female,no,Injured
LIMERICK COUNTY,March,Car,male,yes,Injured
WATERFORD,February,Car,female,no,Injured
DONEGAL,January,Car,male,no,Injured
DUBLIN,June,Car,female,yes,Injured
DUBLIN,October,Motorbike,female,no,Injured
SLIGO,September,Car,female,yes,Injured
MAYO,October,Car,female,yes,Injured
TIPPERARY,June,Car,male,no,Injured
DUBLIN,October,Car,male,no,Injured
CORK,October,Car,female,no,Injured
WEXFORD,December,Cyclists,male,yes,Injured
DUBLIN,January,Cyclists,female,no,Injured
MAYO,September,Motorbike,female,no,Injured
LIMERICK COUNTY,September,Car,male,no,Injured
CORK,September,Car,female,no,Injured
SLIGO,July,Car,female,no,Injured
WICKLOW,January,Car,male,no,Injured
WEXFORD,February,Pedestrians,male,no,Injured
DUBLIN,August,Car,male,yes,Injured
WESTMEATH,December,Car,male,yes,Injured
CORK,October,Motorbike,female,no,Injured
WEXFORD,May,Car,male,no,Injured
CLARE,March,Pedestrians,female,yes,Injured
DUBLIN,April,Car,female,yes,Injured
SLIGO,June,Cyclists,female,yes,Injured
MAYO,June,Car,male,no,Injured
MAYO,February,Motorbike,male,no,Injured
DUBLIN,August,Car,female,no,Injured
DUBLIN,January,Car,male,no,Injured
KILDARE,May,Car,male,no,Injured
DUBLIN,December,Car,male,no,Injured
GALWAY,October,Car,female,yes,Injured
KERRY,April,Car,female,no,Injured
ROSCOMMON,January,Pedestrians,female,no,Injured
MAYO,January,Cyclists,female,yes,Injured
LIMERICK COUNTY,July,Cyclists,female,no,Injured
CLARE,July,Cyclists,male,no,Injured
CORK,December,Car,female,yes,Injured
TIPPERARY,September,Cyclists,female,no,Injured
MEATH,August,Car,female,yes,Injured
DONEGAL,February,Car,female,no,Injured
CORK,May,Car,male,no,Injured
CORK,December,Cyclists,male,yes,Injured
SLIGO,March,Car,male,no,Injured
WICKLOW,March,Car,female,no,Injured
MEATH,December,Motorbike,female,no,Injured
MEATH,December,Car,female,yes,Injured
CAVAN,July,Car,male,yes,Injured
TIPPERARY,April,Motorbike,female,no,Injured
LIMERICK COUNTY,August,Car,male,no,Injured
DUBLIN,March,Car,female,no,Injured
GALWAY,February,Car,female,no,Injured
WEXFORD,January,Car,female,no,Injured
CLARE,December,Pedestrians,male,no,Injured
DONEGAL,November,Motorbike,female,no,Killed
CORK,October,Cyclists,male,yes,Injured
KERRY,August,Car,male,no,Injured
DUBLIN,March,Car,female,yes,Injured
CORK,July,Pedestrians,female,no,Injured
KERRY,December,Cyclists,male,no,Injured
ROSCOMMON,May,Pedestrians,female,no,Injured
LIMERICK COUNTY,April,Cyclists,male,no,Injured
CLARE,March,Pedestrians,female,no,Injured
CLARE,July,Pedestrians,male,no,Injured
KERRY,January,Pedestrians,male,no,Injured
CORK,February,Car,female,no,Injured
LOUTH,October,Cyclists,female,no,Injured
DUBLIN,May,Car,male,yes,Injured
DUBLIN,March,Car,female,no,Injured
LAOIS,May,Pedestrians,male,yes,Injured
WICKLOW,October,Cyclists,female,yes,Injured
DONEGAL,July,Car,male,no,Injured
WATERFORD,August,Car,male,no,Injured
DUBLIN,July,Car,male,no,Injured
CORK,September,Car,male,no,Injured
DUBLIN,December,Pedestrians,male,no,Injured
SLIGO,February,Car,male,no,Killed
CLARE,April,Pedestrians,male,no,Injured
CORK,August,Car,male,no,Injured
KILDARE,October,Pedestrians,female,no,Injured
DUBLIN,September,Car,male,yes,Injured
GALWAY,July,Car,female,yes,Injured
ROSCOMMON,October,Car,female,no,Injured
CORK,January,Cyclists,male,no,Injured
DUBLIN,March,Pedestrians,female,no,Killed
DONEGAL,December,Car,male,no,Injured
CORK,September,Motorbike,female,no,Injured
KERRY,June,Car,female,no,Injured
DUBLIN,November,Pedestrians,female,no,Injured
WATERFORD,September,Pedestrians,male,no,Injured
CLARE,July,Cyclists,male,no,Injured
WATERFORD,January,Car,male,yes,Injured
KILDARE,October,Car,male,no,Injured
TIPPERARY,May,Car,male,yes,Injured
CAVAN,March,Car,male,yes,Injured
DUBLIN,February,Car,male,yes,Injured
GALWAY,August,Pedestrians,female,yes,Injured
DUBLIN,February,Pedestrians,female,no,Injured
DUBLIN,December,Pedestrians,female,no,Injured
CAVAN,January,Cyclists,male,yes,Injured
KILDARE,January,Car,female,no,Injured
WESTMEATH,June,Cyclists,female,no,Injured
CORK,August,Motorbike,female,yes,Injured
SLIGO,September,Cyclists,female,yes,Injured
MAYO,August,Cyclists,female,no,Injured
DUBLIN,February,Car,male,no,Injured
KERRY,September,Car,male,no,Injured
DUBLIN,June,Car,male,no,Injured
KILKENNY,March,Pedestrians,male,yes,Injured
DUBLIN,May,Cyclists,male,yes,Injured
DUBLIN,December,Pedestrians,female,yes,Injured
MEATH,November,Cyclists,female,no,Injured
GALWAY,November,Cyclists,male,no,Injured
LIMERICK COUNTY,March,Cyclists,female,no,Injured
TIPPERARY,January,Car,female,no,Injured
WEXFORD,November,Car,female,yes,Injured
WICKLOW,February,Car,female,no,Injured
TIPPERARY,February,Pedestrians,female,no,Injured
DUBLIN,July,Car,male,yes,Injured
DUBLIN,December,Car,male,yes,Injured
DUBLIN,February,Pedestrians,female,no,Injured
CORK,September,Car,male,no,Injured
CORK,April,Car,female,no,Injured
DUBLIN,August,Pedestrians,male,no,Injured
TIPPERARY,May,Car,female,no,Injured
CLARE,January,Cyclists,male,no,Killed
DUBLIN,June,Pedestrians,female,no,Injured
DUBLIN,May,Car,male,yes,Injured
LIMERICK COUNTY,August,Car,male,no,Injured
KILDARE,January,Car,female,no,Injured
MONAGHAN,May,Car,male,yes,Injured
LONGFORD,January,Car,female,no,Injured
WATERFORD,December,Car,male,no,Injured
GALWAY,March,Car,male,yes,Injured
KERRY,February,Pedestrians,male,no,Injured
SLIGO,July,Cyclists,male,no,Injured
CARLOW,February,Car,male,yes,Injured
DUBLIN,January,Car,female,no,Injured
DUBLIN,November,Car,male,yes,Injured
KILDARE,May,Car,female,no,Injured
MAYO,December,Car,male,no,Injured
DUBLIN,April,Car,male,yes,Injured
GALWAY,July,Car,male,yes,Injured
MAYO,January,Cyclists,male,yes,Injured
MAYO,December,Pedestrians,male,no,Injured
GALWAY,March,Car,female,no,Injured
LOUTH,February,Car,female,yes,Injured
KILDARE,May,Car,female,yes,Injured
CORK,October,Car,male,no,Killed
WEXFORD,July,Car,male,no,Injured
WICKLOW,February,Pedestrians,female,no,Injured
CORK,December,Car,female,no,Injured
DUBLIN,December,Car,female,yes,Injured
LAOIS,February,Car,male,no,Injured
KILDARE,December,Car,female,no,Injured
DUBLIN,December,Cyclists,male,no,Injured
WATERFORD,May,Car,male,no,Injured
LIMERICK COUNTY,July,Car,male,no,Injured
CORK,July,Car,female,no,Injured
LIMERICK COUNTY,December,Cyclists,female,no,Injured
DUBLIN,January,Cyclists,female,no,Injured
CORK,June,Car,male,no,Injured
DUBLIN,December,Cyclists,female,no,Injured
CLARE,December,Car,male,no,Injured
CORK,February,Car,male,yes,Injured
DUBLIN,February,Car,male,yes,Injured
WICKLOW,February,Car,male,no,Injured
SLIGO,June,Pedestrians,female,no,Injured
CARLOW,November,Car,male,yes,Injured
TIPPERARY,November,Cyclists,male,no,Injured
DUBLIN,March,Pedestrians,female,no,Injured
DONEGAL,May,Cyclists,female,no,Injured
DUBLIN,March,Pedestrians,male,no,Injured
KERRY,November,Cyclists,male,yes,Injured
GALWAY,October,Pedestrians,female,no,Injured
LAOIS,October,Car,male,yes,Injured
CORK,August,Car,male,no,Injured
DUBLIN,November,Cyclists,male,no,Injured
KILDARE,August,Car,female,yes,Injured
OFFALY,November,Cyclists,male,no,Injured
DUBLIN,July,Car,male,yes,Injured
SLIGO,April,Motorbike,male,no,Injured
DUBLIN,February,Pedestrians,male,yes,Injured
WEXFORD,June,Car,male,yes,Injured
DUBLIN,September,Cyclists,male,yes,Injured
DUBLIN,September,Car,female,yes,Injured
LIMERICK COUNTY,July,Car,female,no,Injured
KILDARE,July,Car,male,no,Injured
DUBLIN,December,Car,male,no,Injured
GALWAY,November,Car,female,no,Injured
LIMERICK COUNTY,December,Car,female,no,Injured
CLARE,September,Car,female,no,Injured
KILKENNY,July,Pedestrians,female,yes,Injured
MAYO,April,Pedestrians,male,no,Injured
MONAGHAN,November,Car,female,no,Injured
DUBLIN,May,Car,male,yes,Injured
LIMERICK COUNTY,December,Car,female,no,Injured
MAYO,September,Car,female,yes,Injured
CORK,January,Car,male,no,Injured
CORK,August,Car,female,yes,Injured
TIPPERARY,July,Cyclists,female,yes,Injured
DUBLIN,June,Car,male,no,Injured
LOUTH,August,Pedestrians,female,yes,Injured
KILDARE,January,Car,female,yes,Injured
DUBLIN,December,Car,female,no,Injured
DUBLIN,February,Car,male,no,Injured
WATERFORD,April,Car,female,no,Injured
DUBLIN,April,Pedestrians,female,no,Injured
GALWAY,July,Car,male,yes,Injured
WICKLOW,May,Car,female,no,Injured
DUBLIN,December,Car,male,no,Injured
DUBLIN,January,Pedestrians,male,yes,Injured
CORK,February,Cyclists,male,yes,Injured
DUBLIN,September,Pedestrians,female,yes,Injured
DONEGAL,December,Car,male,no,Injured
CORK,January,Car,male,yes,Injured
DUBLIN,January,Cyclists,female,no,Injured
CORK,September,Car,female,no,Injured
DUBLIN,July,Cyclists,female,yes,Injured
LONGFORD,March,Pedestrians,male,no,Injured
SLIGO,December,Car,female,no,Injured
DUBLIN,May,Car,female,no,Injured
DUBLIN,February,Car,female,no,Injured
MAYO,August,Cyclists,male,no,Injured
MEATH,March,Car,female,no,Injured
DONEGAL,November,Car,female,no,Injured
DUBLIN,January,Car,female,no,Injured
CARLOW,May,Car,female,no,Injured
DUBLIN,June,Pedestrians,male,no,Injured
WATERFORD,December,Car,male,yes,Injured
CLARE,December,Car,male,no,Injured
DUBLIN,November,Car,male,no,Injured
DUBLIN,December,Car,male,yes,Injured
CLARE,February,Car,male,no,Injured
DUBLIN,August,Car,male,no,Injured
DUBLIN,January,Cyclists,male,yes,Injured
ROSCOMMON,July,Pedestrians,female,no,Injured
LIMERICK COUNTY,April,Car,male,no,Injured
GALWAY,February,Car,male,no,Injured
LOUTH,February,Cyclists,male,no,Injured
CORK,October,Cyclists,female,no,Injured
MEATH,January,Car,male,no,Injured
DUBLIN,May,Car,male,no,Injured
GALWAY,November,Car,female,no,Injured
CORK,July,Car,female,no,Injured
OFFALY,December,Cyclists,female,no,Injured
GALWAY,September,Car,male,no,Injured
DUBLIN,December,Car,female,no,Injured
CORK,December,Pedestrians,male,no,Injured
LEITRIM,July,Car,male,yes,Injured
DUBLIN,November,Car,female,yes,Injured
